"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_0937500","PcyM_0937500-t36_1","P. cynomolgi strain M","PcyM_09:1,533,723..1,535,344(-)","pre-mRNA-splicing factor 38A, putative","1311"
"PcyM_0937600","PcyM_0937600-t36_1","P. cynomolgi strain M","PcyM_09:1,536,269..1,537,210(+)","50S ribosomal protein L2, putative","942"
"PcyM_0937700","PcyM_0937700-t36_1","P. cynomolgi strain M","PcyM_09:1,539,081..1,539,857(+)","aquaglyceroporin, putative","777"
"PcyM_0937800","PcyM_0937800-t36_1","P. cynomolgi strain M","PcyM_09:1,541,448..1,542,056(+)","glycine cleavage system H protein, putative","609"
"PcyM_0937850","PcyM_0937850-t36_1","P. cynomolgi strain M","PcyM_09:1,543,553..1,543,642(+)","conserved Plasmodium protein, unknown function","90"
"PcyM_0937900","PcyM_0937900-t36_1","P. cynomolgi strain M","PcyM_09:1,545,669..1,549,335(+)","conserved Plasmodium protein, unknown function","3492"
"PcyM_0938000","PcyM_0938000-t36_1","P. cynomolgi strain M","PcyM_09:1,550,091..1,554,702(-)","conserved Plasmodium protein, unknown function","4386"
"PcyM_0938100","PcyM_0938100-t36_1","P. cynomolgi strain M","PcyM_09:1,558,315..1,559,412(+)","LEM3/CDC50 family protein, putative","1098"
"PcyM_0938200","PcyM_0938200-t36_1","P. cynomolgi strain M","PcyM_09:1,562,874..1,564,562(+)","apical membrane antigen 1, putative","1689"
"PcyM_0938300","PcyM_0938300-t36_1","P. cynomolgi strain M","PcyM_09:1,566,531..1,567,953(+)","conserved Plasmodium protein, unknown function","1185"
"PcyM_0938400","PcyM_0938400-t36_1","P. cynomolgi strain M","PcyM_09:1,568,177..1,569,883(-)","conserved Plasmodium protein, unknown function","1707"
"PcyM_0938500","PcyM_0938500-t36_1","P. cynomolgi strain M","PcyM_09:1,570,866..1,573,320(+)","FHA domain-containing protein, putative","2313"
"PcyM_0938600","PcyM_0938600-t36_1","P. cynomolgi strain M","PcyM_09:1,575,386..1,578,071(+)","RNA (uracil-5-)methyltransferase, putative","2487"
"PcyM_0938700","PcyM_0938700-t36_1","P. cynomolgi strain M","PcyM_09:1,579,544..1,584,259(+)","conserved Plasmodium protein, unknown function","4557"
"PcyM_0938800","PcyM_0938800-t36_1","P. cynomolgi strain M","PcyM_09:1,587,307..1,589,298(+)","heat shock protein 70, putative","1992"
"PcyM_0938900","PcyM_0938900-t36_1","P. cynomolgi strain M","PcyM_09:1,591,305..1,592,579(-)","protein disulfide isomerase, putative","1275"
"PcyM_0939000","PcyM_0939000-t36_1","P. cynomolgi strain M","PcyM_09:1,595,582..1,601,110(+)","conserved Plasmodium protein, unknown function","5529"
"PcyM_0939100","PcyM_0939100-t36_1","P. cynomolgi strain M","PcyM_09:1,602,692..1,609,510(+)","conserved Plasmodium protein, unknown function","6819"
"PcyM_0939200","PcyM_0939200-t36_1","P. cynomolgi strain M","PcyM_09:1,609,974..1,611,338(-)","conserved Plasmodium protein, unknown function","525"
"PcyM_0939300","PcyM_0939300-t36_1","P. cynomolgi strain M","PcyM_09:1,613,206..1,618,329(+)","alpha/beta hydrolase, putative","4959"
"PcyM_0939500","PcyM_0939500-t36_1","P. cynomolgi strain M","PcyM_09:1,619,999..1,626,931(-)","zinc finger protein, putative","6933"
"PcyM_0939600","PcyM_0939600-t36_1","P. cynomolgi strain M","PcyM_09:1,632,789..1,637,708(-)","DNA-directed RNA polymerase I subunit RPA2, putative","4701"
"PcyM_0939700","PcyM_0939700-t36_1","P. cynomolgi strain M","PcyM_09:1,639,595..1,641,163(+)","coatomer delta subunit, putative","1569"
"PcyM_0939800","PcyM_0939800-t36_1","P. cynomolgi strain M","PcyM_09:1,642,372..1,644,468(+)","conserved Plasmodium protein, unknown function","2097"
"PcyM_0939850","PcyM_0939850-t36_1","P. cynomolgi strain M","PcyM_09:1,644,942..1,645,143(+)","PQ-loop repeat-containing protein, putative, fragment","111"
"PcyM_0939900","PcyM_0939900-t36_1","P. cynomolgi strain M","PcyM_09:1,646,004..1,648,721(-)","protein phosphatase PPM8, putative","2718"
"PcyM_0940000","PcyM_0940000-t36_1","P. cynomolgi strain M","PcyM_09:1,651,213..1,654,445(-)","regulator of chromosome condensation, putative","3009"
"PcyM_0940100","PcyM_0940100-t36_1","P. cynomolgi strain M","PcyM_09:1,655,508..1,656,740(-)","conserved Plasmodium protein, unknown function","1233"
"PcyM_0940200","PcyM_0940200-t36_1","P. cynomolgi strain M","PcyM_09:1,658,778..1,659,614(-)","conserved Plasmodium protein, unknown function","837"
"PcyM_0940300","PcyM_0940300-t36_1","P. cynomolgi strain M","PcyM_09:1,660,692..1,661,549(-)","conserved Plasmodium protein, unknown function","858"
"PcyM_0940400","PcyM_0940400-t36_1","P. cynomolgi strain M","PcyM_09:1,662,928..1,665,044(-)","conserved Plasmodium protein, unknown function","1038"
"PcyM_0940500","PcyM_0940500-t36_1","P. cynomolgi strain M","PcyM_09:1,666,185..1,672,574(+)","condensin-2 complex subunit D3, putative","5379"
"PcyM_0940600","PcyM_0940600-t36_1","P. cynomolgi strain M","PcyM_09:1,672,802..1,673,225(-)","conserved Plasmodium protein, unknown function","225"
"PcyM_0940700","PcyM_0940700-t36_1","P. cynomolgi strain M","PcyM_09:1,674,003..1,674,470(+)","conserved Plasmodium protein, unknown function","468"
"PcyM_0940800","PcyM_0940800-t36_1","P. cynomolgi strain M","PcyM_09:1,675,883..1,678,265(-)","3-oxo-5-alpha-steroid 4-dehydrogenase, putative","891"
"PcyM_0940900","PcyM_0940900-t36_1","P. cynomolgi strain M","PcyM_09:1,682,632..1,692,755(+)","conserved Plasmodium protein, unknown function","9723"
"PcyM_0941000","PcyM_0941000-t36_1","P. cynomolgi strain M","PcyM_09:1,693,873..1,695,600(+)","conserved Plasmodium protein, unknown function","1728"
"PcyM_0941100","PcyM_0941100-t36_1","P. cynomolgi strain M","PcyM_09:1,695,895..1,699,081(-)","conserved Plasmodium protein, unknown function","2442"
"PcyM_0941300","PcyM_0941300-t36_1","P. cynomolgi strain M","PcyM_09:1,702,350..1,705,917(+)","tudor staphylococcal nuclease, putative","3243"
"PcyM_0941400","PcyM_0941400-t36_1","P. cynomolgi strain M","PcyM_09:1,706,654..1,709,257(-)","signal recognition particle subunit SRP72, putative","2604"
"PcyM_0941500","PcyM_0941500-t36_1","P. cynomolgi strain M","PcyM_09:1,712,670..1,715,154(-)","casein kinase 1, putative","972"
"PcyM_0941600","PcyM_0941600-t36_1","P. cynomolgi strain M","PcyM_09:1,722,727..1,725,864(+)","conserved Plasmodium protein, unknown function","3138"
"PcyM_0941700","PcyM_0941700-t36_1","P. cynomolgi strain M","PcyM_09:1,726,928..1,729,195(+)","conserved Plasmodium protein, unknown function","1236"
"PcyM_0941800","PcyM_0941800-t36_1","P. cynomolgi strain M","PcyM_09:1,730,980..1,732,769(-)","DnaJ protein, putative","1146"
"PcyM_0941900","PcyM_0941900-t36_1","P. cynomolgi strain M","PcyM_09:1,738,101..1,742,590(+)","subtilisin-like protease 2, putative","4245"
"PcyM_0942000","PcyM_0942000-t36_1","P. cynomolgi strain M","PcyM_09:1,744,297..1,744,495(-)","U2 spliceosomal RNA","199"
"PcyM_0942100","PcyM_0942100-t36_1","P. cynomolgi strain M","PcyM_09:1,745,515..1,746,492(+)","30S ribosomal protein S9, putative","978"
"PcyM_0942200","PcyM_0942200-t36_1","P. cynomolgi strain M","PcyM_09:1,747,191..1,748,498(-)","apical exonemal protein, putative","1308"
"PcyM_0942300","PcyM_0942300-t36_1","P. cynomolgi strain M","PcyM_09:1,749,437..1,756,088(-)","conserved Plasmodium protein, unknown function","6363"
"PcyM_0942400","PcyM_0942400-t36_1","P. cynomolgi strain M","PcyM_09:1,757,463..1,759,412(-)","CLPTM1 domain-containing protein, putative","1950"
"PcyM_0942500","PcyM_0942500-t36_1","P. cynomolgi strain M","PcyM_09:1,762,144..1,763,526(-)","UVB-resistance protein UVR8 homologue","1383"
"PcyM_0942600","PcyM_0942600-t36_1","P. cynomolgi strain M","PcyM_09:1,765,230..1,765,894(-)","30S ribosomal protein S14, putative","513"
"PcyM_0942700","PcyM_0942700-t36_1","P. cynomolgi strain M","PcyM_09:1,766,964..1,768,534(-)","conserved Plasmodium protein, unknown function","1419"
"PcyM_0942800","PcyM_0942800-t36_1","P. cynomolgi strain M","PcyM_09:1,769,296..1,771,371(+)","calcium-binding protein, putative","2076"
"PcyM_0942900","PcyM_0942900-t36_1","P. cynomolgi strain M","PcyM_09:1,772,601..1,773,266(-)","sporozoite surface protein essential for liver stage development, putative","465"
"PcyM_0943000","PcyM_0943000-t36_1","P. cynomolgi strain M","PcyM_09:1,775,392..1,778,072(+)","conserved Plasmodium protein, unknown function","2388"
"PcyM_0943100","PcyM_0943100-t36_1","P. cynomolgi strain M","PcyM_09:1,779,750..1,788,849(+)","conserved Plasmodium protein, unknown function","9099"
"PcyM_0943200","PcyM_0943200-t36_1","P. cynomolgi strain M","PcyM_09:1,790,054..1,790,431(+)","ubiquitin-related modifier 1, putative","378"
"PcyM_0943300","PcyM_0943300-t36_1","P. cynomolgi strain M","PcyM_09:1,791,294..1,792,008(+)","conserved Plasmodium membrane protein, unknown function","558"
"PcyM_0943400","PcyM_0943400-t36_1","P. cynomolgi strain M","PcyM_09:1,792,431..1,792,862(-)","conserved Plasmodium protein, unknown function","432"
"PcyM_0943500","PcyM_0943500-t36_1","P. cynomolgi strain M","PcyM_09:1,794,466..1,806,366(-)","guanylyl cyclase, putative","11901"
"PcyM_0943600","PcyM_0943600-t36_1","P. cynomolgi strain M","PcyM_09:1,812,024..1,814,675(+)","protein phosphatase PPM2, putative","2652"
"PcyM_0943700","PcyM_0943700-t36_1","P. cynomolgi strain M","PcyM_09:1,816,071..1,818,006(-)","beta-catenin-like protein 1, putative","1569"
"PcyM_0943800","PcyM_0943800-t36_1","P. cynomolgi strain M","PcyM_09:1,820,015..1,826,388(-)","conserved Plasmodium protein, unknown function","5904"
"PcyM_0943900","PcyM_0943900-t36_1","P. cynomolgi strain M","PcyM_09:1,828,517..1,835,127(-)","WD repeat-containing protein, putative","5589"
"PcyM_0944000","PcyM_0944000-t36_1","P. cynomolgi strain M","PcyM_09:1,844,515..1,849,995(+)","RNA-binding protein, putative","5481"
"PcyM_0944100","PcyM_0944100-t36_1","P. cynomolgi strain M","PcyM_09:1,851,899..1,853,344(-)","conserved Plasmodium protein, unknown function","1209"
"PcyM_0944200","PcyM_0944200-t36_1","P. cynomolgi strain M","PcyM_09:1,854,918..1,863,765(-)","AP2 domain transcription factor, putative","8409"
"PcyM_0944300","PcyM_0944300-t36_1","P. cynomolgi strain M","PcyM_09:1,877,083..1,879,875(-)","AAA family ATPase, putative","1848"
"PcyM_0944400","PcyM_0944400-t36_1","P. cynomolgi strain M","PcyM_09:1,882,022..1,883,965(+)","conserved Plasmodium protein, unknown function","1944"
"PcyM_0944500","PcyM_0944500-t36_1","P. cynomolgi strain M","PcyM_09:1,884,585..1,886,105(-)","adrenodoxin reductase, putative","1521"
"PcyM_0944600","PcyM_0944600-t36_1","P. cynomolgi strain M","PcyM_09:1,887,254..1,893,568(-)","conserved Plasmodium protein, unknown function","6315"
"PcyM_0944700","PcyM_0944700-t36_1","P. cynomolgi strain M","PcyM_09:1,895,553..1,896,767(+)","conserved protein, unknown function","597"
"PcyM_0944750","PcyM_0944750-t36_1","P. cynomolgi strain M","PcyM_09:1,897,490..1,898,767(+)","carbonic anhydrase, putative, pseudogene","954"
"PcyM_0944800","PcyM_0944800-t36_1","P. cynomolgi strain M","PcyM_09:1,899,554..1,900,759(-)","vacuolar ATP synthase subunit f, putative","390"
"PcyM_0944900","PcyM_0944900-t36_1","P. cynomolgi strain M","PcyM_09:1,902,634..1,904,241(-)","conserved Plasmodium protein, unknown function","1380"
"PcyM_0945000","PcyM_0945000-t36_1","P. cynomolgi strain M","PcyM_09:1,907,175..1,908,332(+)","P-loop containing nucleoside triphosphate hydrolase, putative","1158"
"PcyM_0945100","PcyM_0945100-t36_1","P. cynomolgi strain M","PcyM_09:1,910,303..1,910,965(+)","conserved Plasmodium protein, unknown function","498"
"PcyM_0945200","PcyM_0945200-t36_1","P. cynomolgi strain M","PcyM_09:1,912,684..1,918,514(+)","myosin F, putative","5157"
"PcyM_0945300","PcyM_0945300-t36_1","P. cynomolgi strain M","PcyM_09:1,918,783..1,925,844(-)","conserved Plasmodium protein, unknown function","7062"
"PcyM_0945400","PcyM_0945400-t36_1","P. cynomolgi strain M","PcyM_09:1,928,056..1,936,269(-)","conserved Plasmodium protein, unknown function","8214"
"PcyM_0945500","PcyM_0945500-t36_1","P. cynomolgi strain M","PcyM_09:1,941,838..1,944,441(+)","conserved Plasmodium protein, unknown function","2604"
"PcyM_0945600","PcyM_0945600-t36_1","P. cynomolgi strain M","PcyM_09:1,945,212..1,951,577(-)","conserved Plasmodium protein, unknown function","5304"
"PcyM_0945700","PcyM_0945700-t36_1","P. cynomolgi strain M","PcyM_09:1,953,852..1,963,151(+)","conserved Plasmodium protein, unknown function","9300"
"PcyM_0945800","PcyM_0945800-t36_1","P. cynomolgi strain M","PcyM_09:1,964,630..1,972,375(+)","conserved Plasmodium protein, unknown function","7746"
"PcyM_0945900","PcyM_0945900-t36_1","P. cynomolgi strain M","PcyM_09:1,973,218..1,973,707(-)","conserved Plasmodium protein, unknown function","336"
"PcyM_0946000","PcyM_0946000-t36_1","P. cynomolgi strain M","PcyM_09:1,974,933..1,978,050(-)","conserved Plasmodium protein, unknown function","2964"
"PcyM_0946100","PcyM_0946100-t36_1","P. cynomolgi strain M","PcyM_09:1,979,763..1,981,316(+)","phosphatidylinositol N- acetylglucosaminyltransferase subunit H, putative","759"
"PcyM_0946200","PcyM_0946200-t36_1","P. cynomolgi strain M","PcyM_09:1,981,793..1,984,370(+)","conserved Plasmodium protein, unknown function","996"
"PcyM_0946300","PcyM_0946300-t36_1","P. cynomolgi strain M","PcyM_09:1,985,071..1,985,847(-)","dolichol-phosphate mannosyltransferase, putative","777"
"PcyM_0946400","PcyM_0946400-t36_1","P. cynomolgi strain M","PcyM_09:1,987,032..1,988,859(+)","OTU domain-containing protein, putative","981"
"PcyM_0946500","PcyM_0946500-t36_1","P. cynomolgi strain M","PcyM_09:1,989,857..1,992,037(-)","phd finger protein, putative","1269"
"PcyM_0946600","PcyM_0946600-t36_1","P. cynomolgi strain M","PcyM_09:1,995,235..1,996,782(-)","inner membrane complex protein 1b, putative","1548"
"PcyM_0946700","PcyM_0946700-t36_1","P. cynomolgi strain M","PcyM_09:1,998,003..2,000,243(+)","conserved Plasmodium protein, unknown function","2241"
"PcyM_0946800","PcyM_0946800-t36_1","P. cynomolgi strain M","PcyM_09:2,000,717..2,009,032(-)","conserved Plasmodium protein, unknown function","8316"
"PcyM_0946900","PcyM_0946900-t36_1","P. cynomolgi strain M","PcyM_09:2,012,166..2,013,335(-)","conserved Plasmodium protein, unknown function","756"
"PcyM_0947000","PcyM_0947000-t36_1","P. cynomolgi strain M","PcyM_09:2,015,281..2,020,664(+)","conserved Plasmodium protein, unknown function","4932"
"PcyM_0947100","PcyM_0947100-t36_1","P. cynomolgi strain M","PcyM_09:2,021,692..2,023,494(-)","coproporphyrinogen-III oxidase, putative","1551"
"PcyM_0947150","PcyM_0947150-t36_1","P. cynomolgi strain M","PcyM_09:2,025,519..2,026,366(-)","60S ribosomal protein L28, putative","384"
"PcyM_0947200","PcyM_0947200-t36_1","P. cynomolgi strain M","PcyM_09:2,027,861..2,028,959(-)","60S ribosomal protein L35ae, putative","426"
"PcyM_0947300","PcyM_0947300-t36_1","P. cynomolgi strain M","PcyM_09:2,030,610..2,031,044(-)","methyltransferase, putative, fragment","435"
"PcyM_0947400","PcyM_0947400-t36_1","P. cynomolgi strain M","PcyM_09:2,033,026..2,034,422(-)","hypothetical protein","1272"
"PcyM_0947500","PcyM_0947500-t36_1","P. cynomolgi strain M","PcyM_09:2,040,833..2,042,548(-)","methyltransferase, putative","1716"
"PcyM_0947600","PcyM_0947600-t36_1","P. cynomolgi strain M","PcyM_09:2,043,804..2,044,688(+)","conserved Plasmodium protein, unknown function","885"
"PcyM_0947700","PcyM_0947700-t36_1","P. cynomolgi strain M","PcyM_09:2,047,076..2,049,190(+)","conserved Plasmodium protein, unknown function","2115"
"PcyM_0947800","PcyM_0947800-t36_1","P. cynomolgi strain M","PcyM_09:2,050,227..2,051,573(+)","alpha/beta hydrolase, putative","1347"
"PcyM_0947900","PcyM_0947900-t36_1","P. cynomolgi strain M","PcyM_09:2,052,995..2,058,748(-)","AP2 domain transcription factor AP2-O, putative","5754"
"PcyM_0948000","PcyM_0948000-t36_1","P. cynomolgi strain M","PcyM_09:2,064,122..2,065,292(+)","DnaJ protein, putative","966"
"PcyM_0948100","PcyM_0948100-t36_1","P. cynomolgi strain M","PcyM_09:2,066,118..2,067,119(-)","DNA-directed RNA polymerase I, putative","1002"
"PcyM_0948200","PcyM_0948200-t36_1","P. cynomolgi strain M","PcyM_09:2,069,609..2,071,136(+)","translation initiation factor eIF-1A, putative","468"
"PcyM_0948300","PcyM_0948300-t36_1","P. cynomolgi strain M","PcyM_09:2,071,813..2,074,813(-)","conserved Plasmodium protein, unknown function","2826"
"PcyM_0948400","PcyM_0948400-t36_1","P. cynomolgi strain M","PcyM_09:2,075,677..2,076,645(-)","conserved Plasmodium protein, unknown function","969"
"PcyM_0948500","PcyM_0948500-t36_1","P. cynomolgi strain M","PcyM_09:2,077,305..2,080,760(+)","conserved Plasmodium protein, unknown function","2553"
"PcyM_0948600","PcyM_0948600-t36_1","P. cynomolgi strain M","PcyM_09:2,082,688..2,085,129(+)","conserved Plasmodium protein, unknown function","2442"
"PcyM_0948700","PcyM_0948700-t36_1","P. cynomolgi strain M","PcyM_09:2,086,013..2,087,627(-)","carbohydrate kinase, putative","1128"
"PcyM_0948800","PcyM_0948800-t36_1","P. cynomolgi strain M","PcyM_09:2,089,062..2,089,836(+)","40S ribosomal protein S21, putative","249"
"PcyM_0948900","PcyM_0948900-t36_1","P. cynomolgi strain M","PcyM_09:2,090,498..2,091,285(-)","mitochondrial large subunit ribosomal protein, putative","369"
"PcyM_0949000","PcyM_0949000-t36_1","P. cynomolgi strain M","PcyM_09:2,091,851..2,092,844(-)","conserved Plasmodium protein, unknown function","855"
"PcyM_0949100","PcyM_0949100-t36_1","P. cynomolgi strain M","PcyM_09:2,093,707..2,094,179(-)","60S ribosomal protein L41, putative","120"
"PcyM_0949300","PcyM_0949300-t36_1","P. cynomolgi strain M","PcyM_09:2,097,001..2,101,749(+)","conserved Plasmodium protein, unknown function","4749"
"PcyM_0949400","PcyM_0949400-t36_1","P. cynomolgi strain M","PcyM_09:2,103,648..2,104,811(+)","ubiquitin activating enzyme (E1) subunit Aos1, putative","1164"
"PcyM_0949500","PcyM_0949500-t36_1","P. cynomolgi strain M","PcyM_09:2,106,830..2,107,921(+)","conserved Plasmodium protein, unknown function","1092"
"PcyM_0949700","PcyM_0949700-t36_1","P. cynomolgi strain M","PcyM_09:2,108,431..2,110,128(-)","apicoplast import protein Tic20, putative","810"
"PcyM_0949900","PcyM_0949900-t36_1","P. cynomolgi strain M","PcyM_09:2,111,359..2,113,179(+)","conserved Plasmodium protein, unknown function","1821"
"PcyM_0950000","PcyM_0950000-t36_1","P. cynomolgi strain M","PcyM_09:2,113,872..2,115,432(-)","ras-related protein Rab-6, putative","624"
"PcyM_0950100","PcyM_0950100-t36_1","P. cynomolgi strain M","PcyM_09:2,117,369..2,120,579(-)","conserved Plasmodium protein, unknown function","1968"
"PcyM_0950200","PcyM_0950200-t36_1","P. cynomolgi strain M","PcyM_09:2,122,344..2,125,394(-)","coatomer subunit gamma, putative","3051"
"PcyM_0950300","PcyM_0950300-t36_1","P. cynomolgi strain M","PcyM_09:2,128,705..2,134,848(-)","serine/threonine protein kinase, putative","6144"
"PcyM_0950400","PcyM_0950400-t36_1","P. cynomolgi strain M","PcyM_09:2,139,996..2,140,971(-)","cysteine-rich PDZ-binding protein, putative","273"
"PcyM_0950500","PcyM_0950500-t36_1","P. cynomolgi strain M","PcyM_09:2,141,835..2,144,834(-)","dynamin-like protein, putative","2460"
"PcyM_0950600","PcyM_0950600-t36_1","P. cynomolgi strain M","PcyM_09:2,149,072..2,151,847(+)","ABC transporter B family member 3, putative","2496"
"PcyM_0950700","PcyM_0950700-t36_1","P. cynomolgi strain M","PcyM_09:2,152,172..2,154,713(-)","conserved protein, unknown function","2142"
