"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00034340","PCOAH_00034340-t30_1","P. coatneyi Hackeri","CP016249:1,230,563..1,235,128(-)","Uncharacterized protein","2646"
"PCOAH_00034350","PCOAH_00034350-t30_1","P. coatneyi Hackeri","CP016249:1,237,259..1,240,353(-)","Uncharacterized protein","1477"
"PCOAH_00034360","PCOAH_00034360-t30_1","P. coatneyi Hackeri","CP016249:1,243,316..1,246,701(+)","Uncharacterized protein","2382"
"PCOAH_00034370","PCOAH_00034370-t30_1","P. coatneyi Hackeri","CP016249:1,247,471..1,248,991(+)","N-acetylglucosaminylphosphatidylinositol deacetylase","759"
"PCOAH_00034380","PCOAH_00034380-t30_1","P. coatneyi Hackeri","CP016249:1,265,872..1,267,624(+)","Uncharacterized protein","1656"
"PCOAH_00034390","PCOAH_00034390-t30_1","P. coatneyi Hackeri","CP016249:1,268,248..1,270,035(-)","CPW-WPC domain containing protein","558"
"PCOAH_00034400","PCOAH_00034400-t30_1","P. coatneyi Hackeri","CP016249:1,270,977..1,273,087(+)","Uncharacterized protein","948"
"PCOAH_00034410","PCOAH_00034410-t30_1","P. coatneyi Hackeri","CP016249:1,273,205..1,274,282(-)","Uncharacterized protein","852"
"PCOAH_00034420","PCOAH_00034420-t30_1","P. coatneyi Hackeri","CP016249:1,276,301..1,277,782(-)","Phosphotransferase","1482"
"PCOAH_00034430","PCOAH_00034430-t30_1","P. coatneyi Hackeri","CP016249:1,280,515..1,281,381(-)","Ribonuclease","867"
"PCOAH_00034440","PCOAH_00034440-t30_1","P. coatneyi Hackeri","CP016249:1,287,017..1,292,992(+)","Protein kinase","5976"
"PCOAH_00034450","PCOAH_00034450-t30_1","P. coatneyi Hackeri","CP016249:1,294,594..1,297,311(+)","Uncharacterized protein","2718"
"PCOAH_00034460","PCOAH_00034460-t30_1","P. coatneyi Hackeri","CP016249:1,297,318..1,299,753(-)","Uncharacterized protein","1974"
"PCOAH_00034470","PCOAH_00034470-t30_1","P. coatneyi Hackeri","CP016249:1,301,852..1,304,201(+)","Fe-superoxide dismutase","1050"
"PCOAH_00034480","PCOAH_00034480-t30_1","P. coatneyi Hackeri","CP016249:1,305,814..1,307,136(+)","RNA-binding protein mei2-like protein","1323"
"PCOAH_00034490","PCOAH_00034490-t30_1","P. coatneyi Hackeri","CP016249:1,308,473..1,309,639(+)","Uncharacterized protein","711"
"PCOAH_00034500","PCOAH_00034500-t30_1","P. coatneyi Hackeri","CP016249:1,309,879..1,311,030(-)","Ferredoxin--NADP reductase","1152"
"PCOAH_00034510","PCOAH_00034510-t30_1","P. coatneyi Hackeri","CP016249:1,313,163..1,317,517(+)","Uncharacterized protein","2340"
"PCOAH_00034520","PCOAH_00034520-t30_1","P. coatneyi Hackeri","CP016249:1,318,900..1,320,408(+)","Chorismate synthase","1509"
"PCOAH_00034530","PCOAH_00034530-t30_1","P. coatneyi Hackeri","CP016249:1,330,315..1,338,348(+)","Uncharacterized protein","8034"
"PCOAH_00034540","PCOAH_00034540-t30_1","P. coatneyi Hackeri","CP016249:1,339,908..1,343,684(-)","Leucyl-trna synthetase","3777"
"PCOAH_00034550","PCOAH_00034550-t30_1","P. coatneyi Hackeri","CP016249:1,345,846..1,347,225(+)","Uncharacterized protein","1098"
"PCOAH_00034560","PCOAH_00034560-t30_1","P. coatneyi Hackeri","CP016249:1,347,971..1,348,794(-)","Uncharacterized protein","334"
"PCOAH_00034570","PCOAH_00034570-t30_1","P. coatneyi Hackeri","CP016249:1,349,651..1,350,898(+)","Uncharacterized protein","1248"
"PCOAH_00034580","PCOAH_00034580-t30_1","P. coatneyi Hackeri","CP016249:1,351,309..1,354,859(-)","Uncharacterized protein","2694"
"PCOAH_00034590","PCOAH_00034590-t30_1","P. coatneyi Hackeri","CP016249:1,356,582..1,358,806(+)","Uncharacterized protein","2190"
"PCOAH_00034600","PCOAH_00034600-t30_1","P. coatneyi Hackeri","CP016249:1,360,276..1,364,286(+)","Uncharacterized protein","4011"
"PCOAH_00034610","PCOAH_00034610-t30_1","P. coatneyi Hackeri","CP016249:1,364,927..1,365,864(-)","Uncharacterized protein","612"
"PCOAH_00034620","PCOAH_00034620-t30_1","P. coatneyi Hackeri","CP016249:1,366,897..1,369,089(+)","Uncharacterized protein","2193"
"PCOAH_00034630","PCOAH_00034630-t30_1","P. coatneyi Hackeri","CP016249:1,369,834..1,371,548(-)","Uncharacterized protein","1114"
"PCOAH_00034640","PCOAH_00034640-t30_1","P. coatneyi Hackeri","CP016249:1,373,200..1,378,430(-)","Uncharacterized protein","4713"
"PCOAH_00034650","PCOAH_00034650-t30_1","P. coatneyi Hackeri","CP016249:1,379,282..1,379,363(+)","tRNA-Ser","82"
"PCOAH_00034660","PCOAH_00034660-t30_1","P. coatneyi Hackeri","CP016249:1,379,972..1,380,970(-)","Uncharacterized protein","999"
"PCOAH_00034670","PCOAH_00034670-t30_1","P. coatneyi Hackeri","CP016249:1,382,179..1,384,017(-)","Uncharacterized protein","1839"
"PCOAH_00034680","PCOAH_00034680-t30_1","P. coatneyi Hackeri","CP016249:1,386,712..1,388,793(-)","Uncharacterized protein","2082"
"PCOAH_00034690","PCOAH_00034690-t30_1","P. coatneyi Hackeri","CP016249:1,390,133..1,391,035(+)","Pyridoxine biosynthetic enzyme","903"
"PCOAH_00034700","PCOAH_00034700-t30_1","P. coatneyi Hackeri","CP016249:1,392,569..1,396,534(+)","Uncharacterized protein","3966"
"PCOAH_00034710","PCOAH_00034710-t30_1","P. coatneyi Hackeri","CP016249:1,396,890..1,399,175(-)","Uncharacterized protein","2286"
"PCOAH_00034720","PCOAH_00034720-t30_1","P. coatneyi Hackeri","CP016249:1,400,485..1,400,565(+)","tRNA-Leu","81"
"PCOAH_00034730","PCOAH_00034730-t30_1","P. coatneyi Hackeri","CP016249:1,401,776..1,401,847(-)","tRNA-Ala","72"
"PCOAH_00034740","PCOAH_00034740-t30_1","P. coatneyi Hackeri","CP016249:1,402,767..1,403,870(+)","Uncharacterized protein","1104"
"PCOAH_00034750","PCOAH_00034750-t30_1","P. coatneyi Hackeri","CP016249:1,403,898..1,404,884(-)","Uncharacterized protein","987"
"PCOAH_00034760","PCOAH_00034760-t30_1","P. coatneyi Hackeri","CP016249:1,405,377..1,406,966(-)","Cleavage stimulation factor subunit 1-like protein","1590"
"PCOAH_00034770","PCOAH_00034770-t30_1","P. coatneyi Hackeri","CP016249:1,408,809..1,410,527(+)","surface protein 10","1131"
"PCOAH_00034780","PCOAH_00034780-t30_1","P. coatneyi Hackeri","CP016249:1,411,325..1,413,535(+)","Uncharacterized protein","2211"
"PCOAH_00034790","PCOAH_00034790-t30_1","P. coatneyi Hackeri","CP016249:1,414,224..1,420,438(-)","SICA antigen","4677"
"PCOAH_00034800","PCOAH_00034800-t30_1","P. coatneyi Hackeri","CP016249:1,423,089..1,423,853(+)","Uncharacterized protein","765"
"PCOAH_00034810","PCOAH_00034810-t30_1","P. coatneyi Hackeri","CP016249:1,424,251..1,425,177(-)","Uncharacterized protein","785"
"PCOAH_00034820","PCOAH_00034820-t30_1","P. coatneyi Hackeri","CP016249:1,427,221..1,428,108(+)","Uncharacterized protein","888"
"PCOAH_00034830","PCOAH_00034830-t30_1","P. coatneyi Hackeri","CP016249:1,428,815..1,429,513(-)","Splicing factor subunit 3a","699"
"PCOAH_00034840","PCOAH_00034840-t30_1","P. coatneyi Hackeri","CP016249:1,430,840..1,437,645(+)","Uncharacterized protein","6213"
"PCOAH_00034850","PCOAH_00034850-t30_1","P. coatneyi Hackeri","CP016249:1,438,542..1,440,725(+)","Uncharacterized protein","1965"
"PCOAH_00034860","PCOAH_00034860-t30_1","P. coatneyi Hackeri","CP016249:1,440,867..1,443,008(-)","Uncharacterized protein","2142"
"PCOAH_00034870","PCOAH_00034870-t30_1","P. coatneyi Hackeri","CP016249:1,443,679..1,447,632(+)","Uncharacterized protein","3954"
"PCOAH_00034880","PCOAH_00034880-t30_1","P. coatneyi Hackeri","CP016249:1,449,078..1,449,950(+)","Uncharacterized protein","873"
"PCOAH_00034890","PCOAH_00034890-t30_1","P. coatneyi Hackeri","CP016249:1,451,313..1,453,944(+)","Uncharacterized protein","2469"
"PCOAH_00034900","PCOAH_00034900-t30_1","P. coatneyi Hackeri","CP016249:1,456,345..1,465,612(+)","Uncharacterized protein","9039"
"PCOAH_00034910","PCOAH_00034910-t30_1","P. coatneyi Hackeri","CP016249:1,466,088..1,469,246(-)","Uncharacterized protein","3051"
"PCOAH_00034920","PCOAH_00034920-t30_1","P. coatneyi Hackeri","CP016249:1,470,094..1,471,434(-)","Uncharacterized protein","1020"
"PCOAH_00034930","PCOAH_00034930-t30_1","P. coatneyi Hackeri","CP016249:1,472,820..1,478,602(+)","Uncharacterized protein","4074"
"PCOAH_00034940","PCOAH_00034940-t30_1","P. coatneyi Hackeri","CP016249:1,478,891..1,482,131(-)","Uncharacterized protein","2019"
"PCOAH_00034950","PCOAH_00034950-t30_1","P. coatneyi Hackeri","CP016249:1,483,015..1,485,849(+)","Uncharacterized protein","2835"
"PCOAH_00034960","PCOAH_00034960-t30_1","P. coatneyi Hackeri","CP016249:1,486,040..1,486,980(-)","Uncharacterized protein","756"
"PCOAH_00034970","PCOAH_00034970-t30_1","P. coatneyi Hackeri","CP016249:1,488,275..1,490,054(+)","Rhomboid-like protein","825"
"PCOAH_00034980","PCOAH_00034980-t30_1","P. coatneyi Hackeri","CP016249:1,490,501..1,491,442(-)","Malate dehydrogenase","942"
"PCOAH_00034990","PCOAH_00034990-t30_1","P. coatneyi Hackeri","CP016249:1,493,362..1,495,742(+)","Uncharacterized protein","1785"
"PCOAH_00035000","PCOAH_00035000-t30_1","P. coatneyi Hackeri","CP016249:1,496,296..1,497,432(-)","60S ribosomal protein L27a","867"
"PCOAH_00035010","PCOAH_00035010-t30_1","P. coatneyi Hackeri","CP016249:1,500,204..1,501,000(+)","Uncharacterized protein","525"
"PCOAH_00035020","PCOAH_00035020-t30_1","P. coatneyi Hackeri","CP016249:1,501,303..1,503,198(-)","Uncharacterized protein","1896"
"PCOAH_00035030","PCOAH_00035030-t30_1","P. coatneyi Hackeri","CP016249:1,504,089..1,506,407(-)","Uncharacterized protein","2319"
"PCOAH_00035040","PCOAH_00035040-t30_1","P. coatneyi Hackeri","CP016249:1,509,836..1,510,246(-)","Histone H3","411"
"PCOAH_00035050","PCOAH_00035050-t30_1","P. coatneyi Hackeri","CP016249:1,515,524..1,515,925(+)","Histone H2A","402"
"PCOAH_00035060","PCOAH_00035060-t30_1","P. coatneyi Hackeri","CP016249:1,518,370..1,519,018(-)","Uncharacterized protein","420"
"PCOAH_00035070","PCOAH_00035070-t30_1","P. coatneyi Hackeri","CP016249:1,520,305..1,521,977(-)","Uncharacterized protein","1359"
"PCOAH_00035080","PCOAH_00035080-t30_1","P. coatneyi Hackeri","CP016249:1,524,959..1,529,227(-)","Alpha adaptin-like protein","3666"
"PCOAH_00035090","PCOAH_00035090-t30_1","P. coatneyi Hackeri","CP016249:1,532,277..1,533,497(+)","Mitochondrial import receptor","1185"
"PCOAH_00035100","PCOAH_00035100-t30_1","P. coatneyi Hackeri","CP016249:1,534,286..1,538,119(-)","Uncharacterized protein","3834"
"PCOAH_00035110","PCOAH_00035110-t30_1","P. coatneyi Hackeri","CP016249:1,539,519..1,541,102(-)","Malate:quinone oxidoreductase","1584"
"PCOAH_00035120","PCOAH_00035120-t30_1","P. coatneyi Hackeri","CP016249:1,543,665..1,544,981(+)","Uncharacterized protein","1317"
"PCOAH_00035130","PCOAH_00035130-t30_1","P. coatneyi Hackeri","CP016249:1,545,797..1,547,530(+)","Uncharacterized protein","1734"
"PCOAH_00035140","PCOAH_00035140-t30_1","P. coatneyi Hackeri","CP016249:1,548,137..1,551,931(-)","Uncharacterized protein","3795"
"PCOAH_00035150","PCOAH_00035150-t30_1","P. coatneyi Hackeri","CP016249:1,554,469..1,558,191(-)","Uncharacterized protein","3723"
"PCOAH_00035160","PCOAH_00035160-t30_1","P. coatneyi Hackeri","CP016249:1,558,995..1,559,597(+)","Uncharacterized protein","603"
"PCOAH_00035170","PCOAH_00035170-t30_1","P. coatneyi Hackeri","CP016249:1,560,055..1,562,322(-)","Uncharacterized protein","1713"
"PCOAH_00035180","PCOAH_00035180-t30_1","P. coatneyi Hackeri","CP016249:1,563,575..1,564,269(-)","Uncharacterized protein","450"
"PCOAH_00035190","PCOAH_00035190-t30_1","P. coatneyi Hackeri","CP016249:1,564,887..1,566,249(-)","Pyridoxine kinase","1050"
"PCOAH_00035200","PCOAH_00035200-t30_1","P. coatneyi Hackeri","CP016249:1,567,752..1,571,768(+)","Uncharacterized protein","4017"
"PCOAH_00035210","PCOAH_00035210-t30_1","P. coatneyi Hackeri","CP016249:1,572,776..1,576,142(+)","Uncharacterized protein","3219"
"PCOAH_00035220","PCOAH_00035220-t30_1","P. coatneyi Hackeri","CP016249:1,576,360..1,577,780(-)","RNA binding protein","561"
"PCOAH_00035230","PCOAH_00035230-t30_1","P. coatneyi Hackeri","CP016249:1,578,634..1,586,397(+)","Uncharacterized protein","6601"
"PCOAH_00035240","PCOAH_00035240-t30_1","P. coatneyi Hackeri","CP016249:1,586,827..1,588,980(-)","CMGC protein kinase","2154"
"PCOAH_00035250","PCOAH_00035250-t30_1","P. coatneyi Hackeri","CP016249:1,592,102..1,601,359(+)","Uncharacterized protein","7683"
"PCOAH_00035260","PCOAH_00035260-t30_1","P. coatneyi Hackeri","CP016249:1,602,038..1,603,963(+)","Uncharacterized protein","1926"
"PCOAH_00035270","PCOAH_00035270-t30_1","P. coatneyi Hackeri","CP016249:1,604,284..1,606,361(-)","Uncharacterized protein","1173"
"PCOAH_00035280","PCOAH_00035280-t30_1","P. coatneyi Hackeri","CP016249:1,607,329..1,608,534(+)","Enoyl-acyl carrier reductase","1206"
"PCOAH_00035290","PCOAH_00035290-t30_1","P. coatneyi Hackeri","CP016249:1,608,830..1,609,375(-)","Uncharacterized protein","546"
"PCOAH_00035300","PCOAH_00035300-t30_1","P. coatneyi Hackeri","CP016249:1,610,222..1,613,674(-)","Uncharacterized protein","3252"
"PCOAH_00035310","PCOAH_00035310-t30_1","P. coatneyi Hackeri","CP016249:1,614,665..1,615,852(+)","Endonuclease III-like protein","1188"
"PCOAH_00035320","PCOAH_00035320-t30_1","P. coatneyi Hackeri","CP016249:1,616,561..1,619,406(-)","Uncharacterized protein","1176"
"PCOAH_00035330","PCOAH_00035330-t30_1","P. coatneyi Hackeri","CP016249:1,619,645..1,621,345(+)","Uncharacterized protein","1701"
"PCOAH_00035340","PCOAH_00035340-t30_1","P. coatneyi Hackeri","CP016249:1,622,800..1,624,168(+)","60S ribosomal protein L19","854"
"PCOAH_00035350","PCOAH_00035350-t30_1","P. coatneyi Hackeri","CP016249:1,624,881..1,625,744(-)","Uncharacterized protein","864"
"PCOAH_00035360","PCOAH_00035360-t30_1","P. coatneyi Hackeri","CP016249:1,628,975..1,631,666(+)","Uncharacterized protein","2418"
"PCOAH_00035370","PCOAH_00035370-t30_1","P. coatneyi Hackeri","CP016249:1,633,252..1,635,640(+)","Uncharacterized protein","2313"
"PCOAH_00035380","PCOAH_00035380-t30_1","P. coatneyi Hackeri","CP016249:1,636,605..1,641,062(+)","Uncharacterized protein","4221"
"PCOAH_00035390","PCOAH_00035390-t30_1","P. coatneyi Hackeri","CP016249:1,642,382..1,647,928(+)","Myosin-like protein","5547"
"PCOAH_00035400","PCOAH_00035400-t30_1","P. coatneyi Hackeri","CP016249:1,648,306..1,659,282(-)","AP2 family","10977"
"PCOAH_00035410","PCOAH_00035410-t30_1","P. coatneyi Hackeri","CP016249:1,664,722..1,666,653(+)","Syntaxin binding protein","1932"
"PCOAH_00035420","PCOAH_00035420-t30_1","P. coatneyi Hackeri","CP016249:1,667,169..1,670,389(-)","Uncharacterized protein","2373"
"PCOAH_00035430","PCOAH_00035430-t30_1","P. coatneyi Hackeri","CP016249:1,672,804..1,675,857(+)","Uncharacterized protein","3054"
"PCOAH_00035440","PCOAH_00035440-t30_1","P. coatneyi Hackeri","CP016249:1,676,560..1,677,396(-)","Ribosomal protein L18","639"
"PCOAH_00035450","PCOAH_00035450-t30_1","P. coatneyi Hackeri","CP016249:1,679,150..1,682,889(+)","Integral membrane protein","3318"
"PCOAH_00035460","PCOAH_00035460-t30_1","P. coatneyi Hackeri","CP016249:1,683,310..1,683,695(-)","Uncharacterized protein","186"
"PCOAH_00035470","PCOAH_00035470-t30_1","P. coatneyi Hackeri","CP016249:1,684,660..1,685,421(-)","Uncharacterized protein","231"
"PCOAH_00035480","PCOAH_00035480-t30_1","P. coatneyi Hackeri","CP016249:1,687,820..1,688,689(+)","Uncharacterized protein","312"
"PCOAH_00035490","PCOAH_00035490-t30_1","P. coatneyi Hackeri","CP016249:1,691,061..1,693,178(-)","Nucleolar GTP-binding protein 1","2118"
"PCOAH_00035500","PCOAH_00035500-t30_1","P. coatneyi Hackeri","CP016249:1,694,862..1,698,118(+)","Membrane protein","2310"
"PCOAH_00035510","PCOAH_00035510-t30_1","P. coatneyi Hackeri","CP016249:1,698,749..1,700,002(+)","Cytoplasmic tRNA 2-thiolation protein 1","1254"
"PCOAH_00035520","PCOAH_00035520-t30_1","P. coatneyi Hackeri","CP016249:1,700,551..1,700,916(+)","Uncharacterized protein","366"
"PCOAH_00035530","PCOAH_00035530-t30_1","P. coatneyi Hackeri","CP016249:1,701,236..1,701,940(-)","Uncharacterized protein","705"
"PCOAH_00035540","PCOAH_00035540-t30_1","P. coatneyi Hackeri","CP016249:1,703,334..1,708,801(+)","Uncharacterized protein","4431"
"PCOAH_00035550","PCOAH_00035550-t30_1","P. coatneyi Hackeri","CP016249:1,710,582..1,712,363(+)","Eukaryotic translation initiation factor 3 subunit L","1782"
"PCOAH_00035560","PCOAH_00035560-t30_1","P. coatneyi Hackeri","CP016249:1,712,854..1,713,293(+)","Uncharacterized protein","237"
"PCOAH_00035570","PCOAH_00035570-t30_1","P. coatneyi Hackeri","CP016249:1,713,705..1,714,652(-)","Uncharacterized protein","540"
"PCOAH_00035580","PCOAH_00035580-t30_1","P. coatneyi Hackeri","CP016249:1,720,547..1,729,588(+)","Uncharacterized protein","8430"
"PCOAH_00035590","PCOAH_00035590-t30_1","P. coatneyi Hackeri","CP016249:1,730,652..1,731,799(+)","60S ribosomal protein L39","204"
"PCOAH_00035600","PCOAH_00035600-t30_1","P. coatneyi Hackeri","CP016249:1,733,153..1,735,246(+)","Uncharacterized protein","2094"
"PCOAH_00035610","PCOAH_00035610-t30_1","P. coatneyi Hackeri","CP016249:1,738,449..1,739,911(+)","KIR-like CYIR protein","1047"
"PCOAH_00035620","PCOAH_00035620-t30_1","P. coatneyi Hackeri","CP016249:1,746,108..1,748,080(-)","Uncharacterized protein","1107"
"PCOAH_00035630","PCOAH_00035630-t30_1","P. coatneyi Hackeri","CP016249:1,753,255..1,756,017(+)","SICA antigen","2142"
"PCOAH_00035640","PCOAH_00035640-t30_1","P. coatneyi Hackeri","CP016249:1,772,324..1,773,717(-)","Variable surface protein Vir7-like protein","1026"
"PCOAH_00035650","PCOAH_00035650-t30_1","P. coatneyi Hackeri","CP016249:1,778,601..1,780,581(-)","Uncharacterized protein","1782"
"PCOAH_00035660","PCOAH_00035660-t30_1","P. coatneyi Hackeri","CP016249:1,782,250..1,783,859(-)","KIR protein","981"
"PCOAH_00035670","PCOAH_00035670-t30_1","P. coatneyi Hackeri","CP016249:1,784,221..1,817,977(-)","KIR protein","4521"
"PCOAH_00035680","PCOAH_00035680-t30_1","P. coatneyi Hackeri","CP016249:1,796,124..1,796,992(+)","SICA antigen","528"
"PCOAH_00035690","PCOAH_00035690-t30_1","P. coatneyi Hackeri","CP016249:1,818,030..1,819,175(-)","KIR protein","975"
"PCOAH_00035700","PCOAH_00035700-t30_1","P. coatneyi Hackeri","CP016249:1,820,160..1,821,113(-)","Variable surface protein Vir7-like protein","954"
"PCOAH_00035710","PCOAH_00035710-t30_1","P. coatneyi Hackeri","CP016249:1,823,181..1,825,722(-)","KIR protein","1596"
"PCOAH_00035720","PCOAH_00035720-t30_1","P. coatneyi Hackeri","CP016249:1,836,518..1,839,255(+)","SICA antigen","1938"
"PCOAH_00035730","PCOAH_00035730-t30_1","P. coatneyi Hackeri","CP016249:1,853,300..1,855,224(-)","Variable surface protein Vir7-like","1158"
"PCOAH_00035740","PCOAH_00035740-t30_1","P. coatneyi Hackeri","CP016249:1,864,842..1,866,219(+)","SICA antigen","558"
"PCOAH_00035750","PCOAH_00035750-t30_1","P. coatneyi Hackeri","CP016249:1,867,088..1,868,669(-)","KIR-like protein","1134"
"PCOAH_00035760","PCOAH_00035760-t30_1","P. coatneyi Hackeri","CP016249:1,888,358..1,893,703(-)","SICA antigen","4290"
"PCOAH_00035770","PCOAH_00035770-t30_1","P. coatneyi Hackeri","CP016249:1,920,144..1,926,145(+)","SICA antigen","2022"
"PCOAH_00035780","PCOAH_00035780-t30_1","P. coatneyi Hackeri","CP016249:1,926,202..1,929,514(+)","SICA antigen","906"
"PCOAH_00035790","PCOAH_00035790-t30_1","P. coatneyi Hackeri","CP016249:1,931,007..1,937,514(+)","Serine/threonine protein kinase","5814"
"PCOAH_00035800","PCOAH_00035800-t30_1","P. coatneyi Hackeri","CP016249:1,939,068..1,940,231(+)","Uncharacterized protein","1164"
"PCOAH_00035810","PCOAH_00035810-t30_1","P. coatneyi Hackeri","CP016249:1,950,506..1,952,959(+)","Uncharacterized protein","2454"
"PCOAH_00035820","PCOAH_00035820-t30_1","P. coatneyi Hackeri","CP016249:1,953,462..1,954,606(-)","Uncharacterized protein","843"
"PCOAH_00035830","PCOAH_00035830-t30_1","P. coatneyi Hackeri","CP016249:1,955,883..1,957,168(-)","AP2 family","861"
"PCOAH_00035840","PCOAH_00035840-t30_1","P. coatneyi Hackeri","CP016249:1,958,188..1,958,454(+)","Uncharacterized protein","267"
"PCOAH_00035850","PCOAH_00035850-t30_1","P. coatneyi Hackeri","CP016249:1,959,912..1,961,700(+)","Uncharacterized protein","1200"
"PCOAH_00035860","PCOAH_00035860-t30_1","P. coatneyi Hackeri","CP016249:1,963,897..1,967,655(+)","Transcription elongation factor SPT5","3759"
"PCOAH_00035870","PCOAH_00035870-t30_1","P. coatneyi Hackeri","CP016249:1,968,424..1,970,439(-)","Transketolase","2016"
"PCOAH_00035880","PCOAH_00035880-t30_1","P. coatneyi Hackeri","CP016249:1,971,570..1,971,924(-)","Uncharacterized protein","225"
