"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_10010400","PocGH01_10010400.1","P. ovale curtisi GH01","PocGH01_10_v1:11,497..12,138(+)","ribosomal protein S16, mitochondrial, putative","642","No"
"PocGH01_10010500","PocGH01_10010500.1","P. ovale curtisi GH01","PocGH01_10_v1:13,658..21,421(+)","conserved Plasmodium protein, unknown function","7764","No"
"PocGH01_10010600","PocGH01_10010600.1","P. ovale curtisi GH01","PocGH01_10_v1:23,205..25,199(-)","SURF1 domain-containing protein, putative","1995","No"
"PocGH01_10010700","PocGH01_10010700.1","P. ovale curtisi GH01","PocGH01_10_v1:27,006..34,895(+)","formin 1, putative","7890","No"
"PocGH01_10010800","PocGH01_10010800.1","P. ovale curtisi GH01","PocGH01_10_v1:35,566..38,071(-)","CPW-WPC family protein","753","No"
"PocGH01_10010900","PocGH01_10010900.1","P. ovale curtisi GH01","PocGH01_10_v1:38,456..39,020(+)","dolichol-phosphate mannosyltransferase subunit 3, putative","273","No"
"PocGH01_10011000","PocGH01_10011000.1","P. ovale curtisi GH01","PocGH01_10_v1:39,237..42,408(-)","conserved Plasmodium protein, unknown function","2937","No"
"PocGH01_10011100","PocGH01_10011100.1","P. ovale curtisi GH01","PocGH01_10_v1:43,316..44,901(+)","XAP-5 DNA binding protein, putative","1230","No"
"PocGH01_10011200","PocGH01_10011200.1","P. ovale curtisi GH01","PocGH01_10_v1:45,255..48,918(-)","conserved Plasmodium protein, unknown function","2784","No"
"PocGH01_10011300","PocGH01_10011300.1","P. ovale curtisi GH01","PocGH01_10_v1:50,112..54,557(+)","conserved Plasmodium protein, unknown function","4446","No"
"PocGH01_10011400","PocGH01_10011400.1","P. ovale curtisi GH01","PocGH01_10_v1:55,042..59,581(-)","conserved Plasmodium protein, unknown function","3954","No"
"PocGH01_10011500","PocGH01_10011500.1","P. ovale curtisi GH01","PocGH01_10_v1:62,404..63,990(+)","phosphoenolpyruvate/phosphate translocator, putative","1587","No"
"PocGH01_10011600","PocGH01_10011600.1","P. ovale curtisi GH01","PocGH01_10_v1:65,638..66,472(-)","SNARE protein, putative","678","No"
"PocGH01_10011700","PocGH01_10011700.1","P. ovale curtisi GH01","PocGH01_10_v1:69,054..69,314(+)","conserved Plasmodium protein, unknown function","261","No"
"PocGH01_10011800","PocGH01_10011800.1","P. ovale curtisi GH01","PocGH01_10_v1:72,936..74,370(+)","RING zinc finger protein, putative","855","No"
"PocGH01_10011900","PocGH01_10011900.1","P. ovale curtisi GH01","PocGH01_10_v1:76,226..80,839(-)","conserved Plasmodium protein, unknown function","4614","No"
"PocGH01_10012000","PocGH01_10012000.1","P. ovale curtisi GH01","PocGH01_10_v1:82,966..85,839(+)","heptatricopeptide repeat-containing protein, putative","2700","No"
"PocGH01_10012100","PocGH01_10012100.1","P. ovale curtisi GH01","PocGH01_10_v1:87,121..87,193(-)","tRNA Arginine","73","No"
"PocGH01_10012200","PocGH01_10012200.1","P. ovale curtisi GH01","PocGH01_10_v1:87,827..89,031(-)","cell cycle regulator protein, putative","540","No"
"PocGH01_10012300","PocGH01_10012300.1","P. ovale curtisi GH01","PocGH01_10_v1:90,786..96,987(-)","conserved Plasmodium protein, unknown function","4809","No"
"PocGH01_10012400","PocGH01_10012400.1","P. ovale curtisi GH01","PocGH01_10_v1:98,971..100,018(-)","apicoplast TIC22 protein, putative","816","No"
"PocGH01_10012500","PocGH01_10012500.1","P. ovale curtisi GH01","PocGH01_10_v1:103,784..104,520(+)","thioredoxin-like protein, putative","564","No"
"PocGH01_10012600","PocGH01_10012600.1","P. ovale curtisi GH01","PocGH01_10_v1:106,011..108,149(+)","conserved Plasmodium protein, unknown function","2139","No"
"PocGH01_10012700","PocGH01_10012700.1","P. ovale curtisi GH01","PocGH01_10_v1:109,228..111,140(+)","conserved protein, unknown function","738","No"
"PocGH01_10012800","PocGH01_10012800.1","P. ovale curtisi GH01","PocGH01_10_v1:113,011..114,567(+)","nucleolar preribosomal GTPase, putative","1557","No"
"PocGH01_10012900","PocGH01_10012900.1","P. ovale curtisi GH01","PocGH01_10_v1:116,103..116,711(+)","peptidyl-prolyl cis-trans isomerase, putative","609","No"
"PocGH01_10013000","PocGH01_10013000.1","P. ovale curtisi GH01","PocGH01_10_v1:117,777..118,070(+)","conserved Plasmodium protein, unknown function","294","No"
"PocGH01_10013100","PocGH01_10013100.1","P. ovale curtisi GH01","PocGH01_10_v1:118,438..120,858(-)","F-actin-capping protein subunit alpha, putative","927","No"
"PocGH01_10013200","PocGH01_10013200.1","P. ovale curtisi GH01","PocGH01_10_v1:122,545..125,145(-)","palmitoyltransferase, putative","1209","No"
"PocGH01_10013300","PocGH01_10013300.1","P. ovale curtisi GH01","PocGH01_10_v1:128,820..130,478(+)","conserved protein, unknown function","1659","No"
"PocGH01_10013400","PocGH01_10013400.1","P. ovale curtisi GH01","PocGH01_10_v1:132,068..133,882(+)","eukaryotic translation initiation factor 3 subunit E, putative","1578","No"
"PocGH01_10013500","PocGH01_10013500.1","P. ovale curtisi GH01","PocGH01_10_v1:135,682..139,674(+)","AP-1 complex subunit beta, putative","2814","No"
"PocGH01_10013600","PocGH01_10013600.1","P. ovale curtisi GH01","PocGH01_10_v1:140,949..141,323(+)","proteasome maturation factor UMP1, putative","375","No"
"PocGH01_10013700","PocGH01_10013700.1","P. ovale curtisi GH01","PocGH01_10_v1:141,783..143,726(-)","ATP-dependent RNA helicase DDX41, putative","1944","No"
"PocGH01_10013800","PocGH01_10013800.1","P. ovale curtisi GH01","PocGH01_10_v1:146,543..146,625(+)","tRNA Leucine","83","No"
"PocGH01_10013900","PocGH01_10013900.1","P. ovale curtisi GH01","PocGH01_10_v1:147,667..147,739(-)","tRNA Glutamic acid","73","No"
"PocGH01_10014000","PocGH01_10014000.1","P. ovale curtisi GH01","PocGH01_10_v1:149,537..152,939(+)","conserved Plasmodium protein, unknown function","1479","No"
"PocGH01_10014100","PocGH01_10014100.1","P. ovale curtisi GH01","PocGH01_10_v1:153,633..155,475(-)","Hsc70-interacting protein, putative","1299","No"
"PocGH01_10014200","PocGH01_10014200.1","P. ovale curtisi GH01","PocGH01_10_v1:157,881..158,423(-)","conserved Plasmodium protein, unknown function","543","No"
"PocGH01_10014300","PocGH01_10014300.1","P. ovale curtisi GH01","PocGH01_10_v1:160,870..163,082(+)","methionine aminopeptidase 1a, putative","993","No"
"PocGH01_10014400","PocGH01_10014400.1","P. ovale curtisi GH01","PocGH01_10_v1:164,818..167,240(+)","ubiquitin carboxyl-terminal hydrolase 14, putative","1797","No"
"PocGH01_10014500","PocGH01_10014500.1","P. ovale curtisi GH01","PocGH01_10_v1:169,191..170,272(+)","ubiquitin-conjugating enzyme E2 N, putative","459","No"
"PocGH01_10014600","PocGH01_10014600.1","P. ovale curtisi GH01","PocGH01_10_v1:172,296..175,376(+)","DNA replication licensing factor MCM3, putative","2934","No"
"PocGH01_10014700","PocGH01_10014700.1","P. ovale curtisi GH01","PocGH01_10_v1:175,795..176,858(-)","transmembrane emp24 domain-containing protein, putative","633","No"
"PocGH01_10014800","PocGH01_10014800.1","P. ovale curtisi GH01","PocGH01_10_v1:178,533..179,306(+)","conserved Plasmodium protein, unknown function","774","No"
"PocGH01_10014900","PocGH01_10014900.1","P. ovale curtisi GH01","PocGH01_10_v1:180,573..182,519(+)","conserved protein, unknown function","1947","No"
"PocGH01_10015000","PocGH01_10015000.1","P. ovale curtisi GH01","PocGH01_10_v1:183,251..183,676(-)","conserved Plasmodium protein, unknown function","426","No"
"PocGH01_10015100","PocGH01_10015100.1","P. ovale curtisi GH01","PocGH01_10_v1:186,047..189,641(-)","conserved Plasmodium protein, unknown function","3594","No"
"PocGH01_10015200","PocGH01_10015200.1","P. ovale curtisi GH01","PocGH01_10_v1:191,065..192,297(-)","conserved Plasmodium protein, unknown function","1233","No"
"PocGH01_10015300","PocGH01_10015300.1","P. ovale curtisi GH01","PocGH01_10_v1:193,838..194,806(+)","WD repeat-containing protein 55, putative","969","No"
"PocGH01_10015400","PocGH01_10015400.1","P. ovale curtisi GH01","PocGH01_10_v1:196,834..199,011(+)","ADP-ribosylation factor GTPase-activating protein, putative","1308","No"
"PocGH01_10015500","PocGH01_10015500.1","P. ovale curtisi GH01","PocGH01_10_v1:199,958..201,082(-)","conserved Plasmodium protein, unknown function","1125","No"
"PocGH01_10015600","PocGH01_10015600.1","P. ovale curtisi GH01","PocGH01_10_v1:202,107..204,167(+)","RAP protein, putative","2061","No"
"PocGH01_10015700","PocGH01_10015700.1","P. ovale curtisi GH01","PocGH01_10_v1:204,344..206,321(-)","NIMA related kinase 2, putative","858","No"
"PocGH01_10015800","PocGH01_10015800.1","P. ovale curtisi GH01","PocGH01_10_v1:208,101..209,003(-)","inner membrane complex protein 1g, putative","903","No"
"PocGH01_10015900","PocGH01_10015900.1","P. ovale curtisi GH01","PocGH01_10_v1:210,730..211,992(-)","conserved protein, unknown function","399","No"
"PocGH01_10016000","PocGH01_10016000.1","P. ovale curtisi GH01","PocGH01_10_v1:212,811..214,046(+)","RNA methyltransferase, putative","1104","No"
"PocGH01_10016100","PocGH01_10016100.1","P. ovale curtisi GH01","PocGH01_10_v1:215,100..219,770(+)","WD repeat-containing protein, putative","4671","No"
"PocGH01_10016200","PocGH01_10016200.1","P. ovale curtisi GH01","PocGH01_10_v1:220,600..221,946(-)","7-helix-1 protein, putative","1347","No"
"PocGH01_10016300","PocGH01_10016300.1","P. ovale curtisi GH01","PocGH01_10_v1:225,422..226,954(+)","conserved protein, unknown function","1533","No"
"PocGH01_10016400","PocGH01_10016400.1","P. ovale curtisi GH01","PocGH01_10_v1:228,271..233,588(-)","structural maintenance of chromosomes protein 6, putative","4866","No"
"PocGH01_10016500","PocGH01_10016500.1","P. ovale curtisi GH01","PocGH01_10_v1:235,867..237,891(-)","acyl-CoA synthetase, putative","2025","No"
"PocGH01_10016600","PocGH01_10016600.1","P. ovale curtisi GH01","PocGH01_10_v1:242,873..244,771(-)","zinc finger protein, putative","1899","No"
"PocGH01_10016700","PocGH01_10016700.1","P. ovale curtisi GH01","PocGH01_10_v1:248,842..251,253(-)","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative","2412","No"
"PocGH01_10016800","PocGH01_10016800.1","P. ovale curtisi GH01","PocGH01_10_v1:252,110..253,429(-)","conserved Plasmodium protein, unknown function","1320","No"
"PocGH01_10016900","PocGH01_10016900.1","P. ovale curtisi GH01","PocGH01_10_v1:256,039..258,713(+)","ubiquitin fusion degradation protein 1, putative","2007","No"
"PocGH01_10017000","PocGH01_10017000.1","P. ovale curtisi GH01","PocGH01_10_v1:260,547..260,969(+)","mitochondrial import receptor subunit TOM22, putative","423","No"
"PocGH01_10017100","PocGH01_10017100.1","P. ovale curtisi GH01","PocGH01_10_v1:262,105..262,854(-)","50S ribosomal protein L12, apicoplast, putative","750","No"
"PocGH01_10017200","PocGH01_10017200.1","P. ovale curtisi GH01","PocGH01_10_v1:264,270..264,635(-)","conserved Plasmodium protein, unknown function","366","No"
"PocGH01_10017300","PocGH01_10017300.1","P. ovale curtisi GH01","PocGH01_10_v1:266,975..268,072(+)","ribosome-interacting GTPase 1, putative","1098","No"
"PocGH01_10017400","PocGH01_10017400.1","P. ovale curtisi GH01","PocGH01_10_v1:269,427..270,665(+)","conserved Plasmodium protein, unknown function","1239","No"
"PocGH01_10017500","PocGH01_10017500.1","P. ovale curtisi GH01","PocGH01_10_v1:272,715..273,629(+)","conserved Plasmodium protein, unknown function","468","No"
"PocGH01_10017600","PocGH01_10017600.1","P. ovale curtisi GH01","PocGH01_10_v1:274,327..277,887(-)","conserved Plasmodium protein, unknown function","3360","No"
"PocGH01_10017700","PocGH01_10017700.1","P. ovale curtisi GH01","PocGH01_10_v1:280,471..283,842(-)","karyopherin beta, putative","3372","No"
"PocGH01_10017800","PocGH01_10017800.1","P. ovale curtisi GH01","PocGH01_10_v1:287,672..289,744(+)","MerC domain-containing protein, putative","735","No"
"PocGH01_10017900","PocGH01_10017900.1","P. ovale curtisi GH01","PocGH01_10_v1:291,243..293,432(-)","divalent metal transporter, putative","2190","No"
"PocGH01_10018000","PocGH01_10018000.1","P. ovale curtisi GH01","PocGH01_10_v1:299,152..303,324(+)","conserved Plasmodium protein, unknown function","3924","No"
"PocGH01_10018100","PocGH01_10018100.1","P. ovale curtisi GH01","PocGH01_10_v1:304,574..306,181(-)","conserved protein, unknown function","624","No"
"PocGH01_10018200","PocGH01_10018200.1","P. ovale curtisi GH01","PocGH01_10_v1:307,108..308,380(+)","dynein light chain Tctex-type, putative","351","No"
"PocGH01_10018300","PocGH01_10018300.1","P. ovale curtisi GH01","PocGH01_10_v1:309,144..311,185(-)","DnaJ protein, putative","1563","No"
"PocGH01_10018400","PocGH01_10018400.1","P. ovale curtisi GH01","PocGH01_10_v1:314,338..315,109(+)","cytochrome c oxidase subunit ApiCOX18, putative","393","No"
"PocGH01_10018500","PocGH01_10018500.1","P. ovale curtisi GH01","PocGH01_10_v1:315,550..318,698(-)","heptatricopeptide repeat-containing protein, putative","3057","No"
"PocGH01_10018600","PocGH01_10018600.1","P. ovale curtisi GH01","PocGH01_10_v1:320,238..322,022(+)","mitochondrial-processing peptidase subunit alpha, putative","1605","No"
"PocGH01_10018700","PocGH01_10018700.1","P. ovale curtisi GH01","PocGH01_10_v1:323,034..327,332(-)","multidrug resistance protein 1, putative","4299","No"
"PocGH01_10018800","PocGH01_10018800.1","P. ovale curtisi GH01","PocGH01_10_v1:331,489..337,020(-)","zinc finger protein, putative","5532","No"
"PocGH01_10018900","PocGH01_10018900.1","P. ovale curtisi GH01","PocGH01_10_v1:342,059..342,808(+)","pre-mRNA-splicing factor BUD31, putative","444","No"
"PocGH01_10019000","PocGH01_10019000.1","P. ovale curtisi GH01","PocGH01_10_v1:343,062..344,214(-)","iron-sulfur assembly protein, putative","555","No"
"PocGH01_10019100","PocGH01_10019100.1","P. ovale curtisi GH01","PocGH01_10_v1:345,557..347,011(-)","inner membrane complex protein, putative","1455","No"
"PocGH01_10019200","PocGH01_10019200.1","P. ovale curtisi GH01","PocGH01_10_v1:350,042..350,894(-)","50S ribosomal protein L17, apicoplast, putative","501","No"
"PocGH01_10019300","PocGH01_10019300.1","P. ovale curtisi GH01","PocGH01_10_v1:352,304..379,683(-)","conserved Plasmodium protein, unknown function","26688","No"
"PocGH01_10019400","PocGH01_10019400.1","P. ovale curtisi GH01","PocGH01_10_v1:382,831..385,214(+)","18S rRNA (guanine-N(7))-methyltransferase, putative","825","No"
"PocGH01_10019500","PocGH01_10019500.1","P. ovale curtisi GH01","PocGH01_10_v1:385,766..386,629(-)","transcription initiation factor TFIID subunit 10, putative","357","No"
"PocGH01_10019600","PocGH01_10019600.1","P. ovale curtisi GH01","PocGH01_10_v1:388,896..391,187(+)","conserved Plasmodium protein, unknown function","2292","No"
"PocGH01_10019700","PocGH01_10019700.1","P. ovale curtisi GH01","PocGH01_10_v1:391,626..392,701(-)","conserved Plasmodium protein, unknown function","321","No"
"PocGH01_10019800","PocGH01_10019800.1","P. ovale curtisi GH01","PocGH01_10_v1:393,553..399,791(-)","conserved Plasmodium protein, unknown function","4512","No"
"PocGH01_10019900","PocGH01_10019900.1","P. ovale curtisi GH01","PocGH01_10_v1:400,836..403,940(-)","AFG1-like ATPase, putative","2040","No"
"PocGH01_10020000","PocGH01_10020000.1","P. ovale curtisi GH01","PocGH01_10_v1:405,043..407,529(-)","ATP-dependent RNA helicase DDX1, putative","2487","No"
"PocGH01_10020100","PocGH01_10020100.1","P. ovale curtisi GH01","PocGH01_10_v1:409,796..410,107(+)","conserved Plasmodium protein, unknown function","312","No"
"PocGH01_10020200","PocGH01_10020200.1","P. ovale curtisi GH01","PocGH01_10_v1:410,613..412,298(-)","ribosomal large subunit pseudouridylate synthase, putative","1539","No"
"PocGH01_10020300","PocGH01_10020300.1","P. ovale curtisi GH01","PocGH01_10_v1:413,086..414,645(+)","conserved protein, unknown function","1560","No"
"PocGH01_10020400","PocGH01_10020400.1","P. ovale curtisi GH01","PocGH01_10_v1:416,650..420,725(+)","zinc finger protein, putative","3762","No"
"PocGH01_10020500","PocGH01_10020500.1","P. ovale curtisi GH01","PocGH01_10_v1:421,099..422,085(-)","conserved protein, unknown function","987","No"
"PocGH01_10020600","PocGH01_10020600.1","P. ovale curtisi GH01","PocGH01_10_v1:423,472..428,906(+)","conserved Plasmodium protein, unknown function","4461","No"
"PocGH01_10020700","PocGH01_10020700.1","P. ovale curtisi GH01","PocGH01_10_v1:429,943..432,347(+)","conserved Plasmodium protein, unknown function","2205","No"
"PocGH01_10020800","PocGH01_10020800.1","P. ovale curtisi GH01","PocGH01_10_v1:432,939..434,372(-)","adenosylhomocysteinase, putative","1434","No"
"PocGH01_10020900","PocGH01_10020900.1","P. ovale curtisi GH01","PocGH01_10_v1:435,930..441,917(+)","conserved protein, unknown function","5988","No"
"PocGH01_10021000","PocGH01_10021000.1","P. ovale curtisi GH01","PocGH01_10_v1:443,637..446,663(+)","CDC73 domain-containing protein, putative","3027","No"
"PocGH01_10021100","PocGH01_10021100.1","P. ovale curtisi GH01","PocGH01_10_v1:447,691..448,836(+)","bis(5'-nucleosyl)-tetraphosphatase [asymmetrical], putative","465","No"
"PocGH01_10021200","PocGH01_10021200.1","P. ovale curtisi GH01","PocGH01_10_v1:450,123..451,127(+)","phosphomethylpyrimidine kinase, putative","1005","No"
"PocGH01_10021300","PocGH01_10021300.1","P. ovale curtisi GH01","PocGH01_10_v1:452,380..453,318(+)","single-stranded DNA-binding protein, putative","939","No"
"PocGH01_10021400","PocGH01_10021400.1","P. ovale curtisi GH01","PocGH01_10_v1:454,037..454,786(-)","U6 snRNA-associated Sm-like protein LSm2, putative","312","No"
"PocGH01_10021500","PocGH01_10021500.1","P. ovale curtisi GH01","PocGH01_10_v1:455,671..457,749(+)","mediator of RNA polymerase II transcription subunit 17, putative","2079","No"
"PocGH01_10021600","PocGH01_10021600.1","P. ovale curtisi GH01","PocGH01_10_v1:459,240..461,901(-)","protein phosphatase PPM9, putative","1983","No"
"PocGH01_10021700","PocGH01_10021700.1","P. ovale curtisi GH01","PocGH01_10_v1:463,955..465,332(-)","40S ribosomal protein S9, putative","573","No"
"PocGH01_10021800","PocGH01_10021800.1","P. ovale curtisi GH01","PocGH01_10_v1:466,593..467,948(+)","conserved protein, unknown function","1356","No"
"PocGH01_10021900","PocGH01_10021900.1","P. ovale curtisi GH01","PocGH01_10_v1:472,475..476,136(+)","EELM2 domain-containing protein, putative","3429","No"
"PocGH01_10022000","PocGH01_10022000.1","P. ovale curtisi GH01","PocGH01_10_v1:478,339..479,089(-)","FoP domain-containing protein, putative","384","No"
"PocGH01_10022100","PocGH01_10022100.1","P. ovale curtisi GH01","PocGH01_10_v1:480,268..487,397(+)","CCR4 domain-containing protein 1, putative","7044","No"
"PocGH01_10022200","PocGH01_10022200.1","P. ovale curtisi GH01","PocGH01_10_v1:489,862..490,422(+)","40S ribosomal protein S24, putative","402","No"
