"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count"
"PBANKA_1138700","PBANKA_1138700.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,463,862..1,468,115(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1138700","Previous IDs: PB000197.02.0;PB000895.01.0;PBANKA_113870","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","4254","11","PbANKA_11_v3:1463862..1468115(+)","PbANKA_11_v3","6","OG6r1_107937","0"
"PBANKA_1138800","PBANKA_1138800.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,469,598..1,475,894(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1138800","Previous IDs: PB000357.03.0;PBANKA_113880","conserved Plasmodium protein, unknown function","2","2","1","null","null","forward","protein coding","No","6117","11","PbANKA_11_v3:1469598..1475894(+)","PbANKA_11_v3","44","OG6_533470","0"
"PBANKA_1138900","PBANKA_1138900.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,476,741..1,481,483(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1138900","Previous IDs: PB300652.00.0;PBANKA_113890","conserved Plasmodium protein, unknown function","2","2","1","null","null","forward","protein coding","No","4569","11","PbANKA_11_v3:1476741..1481483(+)","PbANKA_11_v3","6","OG6r1_107938","0"
"PBANKA_1139000","PBANKA_1139000.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,482,059..1,485,421(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1139000","Previous IDs: PB000860.03.0;PBANKA_113900","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","3363","11","PbANKA_11_v3:1482059..1485421(+)","PbANKA_11_v3","43","OG6_533026","0"
"PBANKA_1139100","PBANKA_1139100.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,486,136..1,489,336(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1139100","Previous IDs: PB000810.03.0;PB300911.00.0;PBANKA_113910","conserved Plasmodium protein, unknown function","2","2","1","null","null","forward","protein coding","No","2961","11","PbANKA_11_v3:1486136..1489336(+)","PbANKA_11_v3","44","OG6_533489","0"
"PBANKA_1139200","PBANKA_1139200.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,489,661..1,491,171(-)","bifunctional polynucleotide phosphatase/kinase, putative","no","PNKP","PBANKA_1139200","Previous IDs: PB000811.03.0;PB300264.00.0;PBANKA_113920","bifunctional polynucleotide phosphatase/kinase, putative","2","2","1","null","null","reverse","protein coding","No","1326","11","PbANKA_11_v3:1489661..1491171(-)","PbANKA_11_v3","44","OG6_102580","0"
"PBANKA_1139300","PBANKA_1139300.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,491,812..1,492,753(+)","50S ribosomal protein L9, mitochondrial, putative","no","null","PBANKA_1139300","Previous IDs: PB000644.02.0;PBANKA_113930","50S ribosomal protein L9, mitochondrial, putative","2","2","1","null","null","forward","protein coding","No","762","11","PbANKA_11_v3:1491812..1492753(+)","PbANKA_11_v3","44","OG6_151579","0"
"PBANKA_1139400","PBANKA_1139400.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,493,194..1,495,889(-)","polyubiquitin binding protein, putative","no","DOA1","PBANKA_1139400","Previous IDs: PB300461.00.0;PB301265.00.0;PBANKA_113940","polyubiquitin binding protein, putative","2","2","1","null","null","reverse","protein coding","No","2550","11","PbANKA_11_v3:1493194..1495889(-)","PbANKA_11_v3","43","OG6_101801","0"
"PBANKA_1139500","PBANKA_1139500.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,496,819..1,499,328(+)","CCR4 domain-containing protein 2, putative","no","CCR4-2","PBANKA_1139500","Previous IDs: PB300515.00.0;PB301419.00.0;PB401783.00.0;PBANKA_113950","CCR4 domain-containing protein 2, putative","3","3","1","null","null","forward","protein coding","No","2235","11","PbANKA_11_v3:1496819..1499328(+)","PbANKA_11_v3","42","OG6_533570","0"
"PBANKA_1139600","PBANKA_1139600.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,499,968..1,500,510(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1139600","Previous IDs: PBANKA_113960","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","543","11","PbANKA_11_v3:1499968..1500510(-)","PbANKA_11_v3","44","OG6_532525","0"
"PBANKA_1139700","PBANKA_1139700.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,501,401..1,503,410(+)","protein AMR1, putative","no","null","PBANKA_1139700","Previous IDs: PB000082.00.0;PB000510.01.0;PB300468.00.0;PBANKA_113970","protein AMR1, putative","1","1","1","null","null","forward","protein coding","No","2010","11","PbANKA_11_v3:1501401..1503410(+)","PbANKA_11_v3","43","OG6_132772","0"
"PBANKA_1139800","PBANKA_1139800.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,504,549..1,507,794(+)","nuclear fusion protein","no","GEX1","PBANKA_1139800","Previous IDs: PB000081.00.0;PB001061.01.0;PBANKA_113980","nuclear fusion protein","12","12","1","null","null","forward","protein coding","No","1980","11","PbANKA_11_v3:1504549..1507794(+)","PbANKA_11_v3","44","OG6_170711","0"
"PBANKA_1139900","PBANKA_1139900.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,509,699..1,510,238(+)","reticulon-like protein, putative","no","RTN1","PBANKA_1139900","Previous IDs: PB107300.00.0;PBANKA_113990","reticulon-like protein, putative","1","1","1","null","null","forward","protein coding","No","540","11","PbANKA_11_v3:1509699..1510238(+)","PbANKA_11_v3","43","OG6_145358","0"
"PBANKA_1140000","PBANKA_1140000.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,512,435..1,514,762(+)","conserved protein, unknown function","no","null","PBANKA_1140000","Previous IDs: PB000360.02.0;PBANKA_114000","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","2328","11","PbANKA_11_v3:1512435..1514762(+)","PbANKA_11_v3","45","OG6_134686","0"
"PBANKA_1140100","PBANKA_1140100.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,515,798..1,521,284(-)","nucleoporin NUP205","no","NUP205","PBANKA_1140100","Previous IDs: PB000361.02.0;PB103531.00.0;PB104984.00.0;PBANKA_114010","nucleoporin NUP205","1","1","1","null","null","reverse","protein coding","No","5487","11","PbANKA_11_v3:1515798..1521284(-)","PbANKA_11_v3","4","OG6r1_113137","0"
"PBANKA_1140200","PBANKA_1140200.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,523,050..1,526,502(-)","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative","no","PRP16","PBANKA_1140200","Previous IDs: PB000761.01.0;PBANKA_114020","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative","1","1","1","null","null","reverse","protein coding","No","3453","11","PbANKA_11_v3:1523050..1526502(-)","PbANKA_11_v3","150","OG6_100085","3"
"PBANKA_1140300","PBANKA_1140300.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,528,408..1,537,218(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1140300","Previous IDs: PB000027.03.0;PB000762.01.0;PB000996.03.0;PB101161.00.0;PB301296.00.0;PB404588.00.0;PBANKA_114030","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","8811","11","PbANKA_11_v3:1528408..1537218(+)","PbANKA_11_v3","0","OG6_178708","0"
"PBANKA_1140400","PBANKA_1140400.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,538,502..1,540,037(+)","exosome complex component RRP45, putative","no","RRP45","PBANKA_1140400","Previous IDs: PB001050.03.0;PBANKA_114040","exosome complex component RRP45, putative","1","1","1","null","null","forward","protein coding","No","1536","11","PbANKA_11_v3:1538502..1540037(+)","PbANKA_11_v3","44","OG6_100420","0"
"PBANKA_1140500","PBANKA_1140500.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,540,867..1,543,326(+)","aldehyde reductase, putative","no","null","PBANKA_1140500","Previous IDs: PB001049.03.0;PBANKA_114050","aldehyde reductase, putative","1","1","1","null","null","forward","protein coding","No","2460","11","PbANKA_11_v3:1540867..1543326(+)","PbANKA_11_v3","44","OG6_101126","0"
"PBANKA_1140600","PBANKA_1140600.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,543,939..1,545,357(-)","DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative","no","RPB5","PBANKA_1140600","Previous IDs: PB001052.03.0;PBANKA_114060","DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative","7","7","1","null","null","reverse","protein coding","No","618","11","PbANKA_11_v3:1543939..1545357(-)","PbANKA_11_v3","46","OG6_101049","0"
"PBANKA_1140700","PBANKA_1140700.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,546,240..1,547,786(-)","ferrochelatase","no","FC","PBANKA_1140700","Previous IDs: PB001051.03.0;PB301350.00.0;PBANKA_114070","ferrochelatase","4","4","1","null","null","reverse","protein coding","No","1050","11","PbANKA_11_v3:1546240..1547786(-)","PbANKA_11_v3","44","OG6_101310","0"
"PBANKA_1140800","PBANKA_1140800.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,548,423..1,549,355(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1140800","Previous IDs: PBANKA_114080","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","933","11","PbANKA_11_v3:1548423..1549355(+)","PbANKA_11_v3","40","OG6_533453","0"
"PBANKA_1140900","PBANKA_1140900.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,549,614..1,550,214(-)","ribosomal protein S17, putative","no","MRPS17","PBANKA_1140900","Previous IDs: PB300360.00.0;PBANKA_114090","ribosomal protein S17, putative","3","3","1","null","null","reverse","protein coding","No","348","11","PbANKA_11_v3:1549614..1550214(-)","PbANKA_11_v3","88","OG6_100208","1"
"PBANKA_1141000","PBANKA_1141000.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,551,132..1,551,287(+)","conserved protein, unknown function","no","null","PBANKA_1141000","Previous IDs: PBANKA_114100","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","156","11","PbANKA_11_v3:1551132..1551287(+)","PbANKA_11_v3","40","OG6_215373","0"
"PBANKA_1141100","PBANKA_1141100.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,551,875..1,553,929(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1141100","Previous IDs: PB301148.00.0;PBANKA_114110","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","2055","11","PbANKA_11_v3:1551875..1553929(-)","PbANKA_11_v3","13","OG6r1_101843","0"
"PBANKA_1141200","PBANKA_1141200.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,555,076..1,556,641(-)","ubiquitin-activating enzyme, putative","no","Uba2","PBANKA_1141200","Previous IDs: PB301007.00.0;PBANKA_114120","ubiquitin-activating enzyme, putative","1","1","1","null","null","reverse","protein coding","No","1566","11","PbANKA_11_v3:1555076..1556641(-)","PbANKA_11_v3","44","OG6_100543","0"
"PBANKA_1141300","PBANKA_1141300.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,557,536..1,558,981(+)","aminomethyltransferase, mitochondrial","no","GCVT","PBANKA_1141300","Previous IDs: PB300160.00.0;PB300308.00.0;PBANKA_114130","aminomethyltransferase, mitochondrial","2","2","1","null","null","forward","protein coding","No","1200","11","PbANKA_11_v3:1557536..1558981(+)","PbANKA_11_v3","44","OG6_101103","0"
"PBANKA_1141400","PBANKA_1141400.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,559,982..1,562,361(+)","DNA topoisomerase 6 subunit B, putative","no","TOP6B","PBANKA_1141400","Previous IDs: PB000318.01.0;PBANKA_114140","DNA topoisomerase 6 subunit B, putative","7","7","1","null","null","forward","protein coding","No","1641","11","PbANKA_11_v3:1559982..1562361(+)","PbANKA_11_v3","38","OG6_142820","0"
"PBANKA_1141500","PBANKA_1141500.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,562,736..1,564,095(-)","SNARE associated Golgi protein, putative","no","null","PBANKA_1141500","Previous IDs: PB000319.01.0;PBANKA_114150","SNARE associated Golgi protein, putative","3","3","1","null","null","reverse","protein coding","No","1131","11","PbANKA_11_v3:1562736..1564095(-)","PbANKA_11_v3","44","OG6_108915","0"
"PBANKA_1141600","PBANKA_1141600.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,566,994..1,568,645(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1141600","Previous IDs: PB000637.01.0;PB400906.00.0;PBANKA_114160","conserved Plasmodium protein, unknown function","3","3","1","null","null","forward","protein coding","No","1356","11","PbANKA_11_v3:1566994..1568645(+)","PbANKA_11_v3","45","OG6_532553","0"
"PBANKA_1141700","PBANKA_1141700.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,569,534..1,570,311(-)","ubiquitin-60S ribosomal protein L40, putative","no","null","PBANKA_1141700","Previous IDs: PB000533.00.0;PBANKA_114170","ubiquitin-60S ribosomal protein L40, putative","2","2","1","null","null","reverse","protein coding","No","387","11","PbANKA_11_v3:1569534..1570311(-)","PbANKA_11_v3","44","OG6_101560","0"
"PBANKA_1141800","PBANKA_1141800.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,571,984..1,572,268(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1141800","Previous IDs: PBANKA_114180","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","285","11","PbANKA_11_v3:1571984..1572268(+)","PbANKA_11_v3","44","OG6_532317","0"
"PBANKA_1141900","PBANKA_1141900.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,573,519..1,574,150(+)","DIP13 homolog, putative","no","DIP13","PBANKA_1141900","Previous IDs: PBANKA_114190","DIP13 homolog, putative","2","2","1","null","null","forward","protein coding","No","384","11","PbANKA_11_v3:1573519..1574150(+)","PbANKA_11_v3","44","OG6_104424","0"
"PBANKA_1142000","PBANKA_1142000.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,575,122..1,575,565(+)","conserved protein, unknown function","no","null","PBANKA_1142000","Previous IDs: PB300559.00.0;PBANKA_114200","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","444","11","PbANKA_11_v3:1575122..1575565(+)","PbANKA_11_v3","44","OG6_160753","0"
"PBANKA_1142100","PBANKA_1142100.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,576,020..1,587,091(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1142100","Previous IDs: PB000186.01.0;PB300560.00.0;PB301361.00.0;PBANKA_114210;PBANKA_114220","conserved Plasmodium protein, unknown function","4","4","1","null","null","reverse","protein coding","No","10053","11","PbANKA_11_v3:1576020..1587091(-)","PbANKA_11_v3","35","OG6_533016","0"
"PBANKA_1142300","PBANKA_1142300.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,589,536..1,592,931(-)","rhoptry protein RHOP148, putative","no","RHOP148","PBANKA_1142300","Previous IDs: PB000699.01.0;PB000869.00.0;PBANKA_114230","rhoptry protein RHOP148, putative","1","1","1","null","null","reverse","protein coding","No","3396","11","PbANKA_11_v3:1589536..1592931(-)","PbANKA_11_v3","9","OG6r1_103958","0"
"PBANKA_1142400","PBANKA_1142400.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,595,656..1,596,105(+)","nucleoside diphosphate kinase b, putative","no","null","PBANKA_1142400","Previous IDs: PB000066.02.0;PBANKA_114240","nucleoside diphosphate kinase b, putative","1","1","1","null","null","forward","protein coding","No","450","11","PbANKA_11_v3:1595656..1596105(+)","PbANKA_11_v3","44","OG6_100304","0"
"PBANKA_1142500","PBANKA_1142500.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,597,251..1,598,891(-)","signal recognition particle receptor subunit alpha, putative","no","null","PBANKA_1142500","Previous IDs: PB000065.02.0;PBANKA_114250","signal recognition particle receptor subunit alpha, putative","1","1","1","null","null","reverse","protein coding","No","1641","11","PbANKA_11_v3:1597251..1598891(-)","PbANKA_11_v3","44","OG6_100631","0"
"PBANKA_1142600","PBANKA_1142600.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,600,758..1,601,753(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1142600","Previous IDs: PB104415.00.0;PBANKA_114260","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","996","11","PbANKA_11_v3:1600758..1601753(+)","PbANKA_11_v3","15","OG6r1_101316","0"
"PBANKA_1142700","PBANKA_1142700.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,601,919..1,604,195(-)","phosphatidylserine synthase, putative","no","null","PBANKA_1142700","Previous IDs: PB403204.00.0;PB403205.00.0;PBANKA_114270","phosphatidylserine synthase, putative","11","11","1","null","null","reverse","protein coding","No","1071","11","PbANKA_11_v3:1601919..1604195(-)","PbANKA_11_v3","44","OG6_101724","0"
"PBANKA_1142800","PBANKA_1142800.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,607,797..1,610,263(+)","conserved protein, unknown function","no","null","PBANKA_1142800","Previous IDs: PB000002.03.0;PBANKA_114280","conserved protein, unknown function","4","4","1","null","null","forward","protein coding","No","1809","11","PbANKA_11_v3:1607797..1610263(+)","PbANKA_11_v3","12","OG6r1_102333","0"
"PBANKA_1142900","PBANKA_1142900.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,611,474..1,612,457(-)","suppressor of kinetochore protein 1, putative","no","SKP1","PBANKA_1142900","Previous IDs: PB000001.03.0;PBANKA_114290","suppressor of kinetochore protein 1, putative","5","5","1","null","null","reverse","protein coding","No","489","11","PbANKA_11_v3:1611474..1612457(-)","PbANKA_11_v3","44","OG6_100934","0"
"PBANKA_1143000","PBANKA_1143000.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,613,550..1,614,662(+)","U1 small nuclear ribonucleoprotein 70 kDa homolog, putative","no","SNP1","PBANKA_1143000","Previous IDs: PB000127.02.0;PB106909.00.0;PBANKA_114300","U1 small nuclear ribonucleoprotein 70 kDa homolog, putative","1","1","1","null","null","forward","protein coding","No","1113","11","PbANKA_11_v3:1613550..1614662(+)","PbANKA_11_v3","45","OG6_102349","0"
"PBANKA_1143100","PBANKA_1143100.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,615,871..1,617,326(+)","CLAMP domain-containing protein, putative","no","null","PBANKA_1143100","Previous IDs: PBANKA_114310","CLAMP domain-containing protein, putative","3","3","1","null","null","forward","protein coding","No","1143","11","PbANKA_11_v3:1615871..1617326(+)","PbANKA_11_v3","44","OG6_106153","0"
"PBANKA_1143200","PBANKA_1143200.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,617,471..1,618,861(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1143200","Previous IDs: PB000256.03.0;PBANKA_114320","conserved Plasmodium protein, unknown function","4","4","1","null","null","reverse","protein coding","No","996","11","PbANKA_11_v3:1617471..1618861(-)","PbANKA_11_v3","43","OG6_110052","0"
"PBANKA_1143300","PBANKA_1143300.1","Plasmodium berghei ANKA","PbANKA_11_v3:1,620,156..1,623,134(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1143300","Previous IDs: PB000257.03.0;PB000425.01.0;PB101148.00.0;PBANKA_114330","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","2979","11","PbANKA_11_v3:1620156..1623134(+)","PbANKA_11_v3","44","OG6_533107","0"
